DN,MeasuredAirTemp,U,atm Pressure
2013-02-28 08:40:00,10.50643,4.835153,1023.273
2013-02-28 08:49:59,10.49953,4.65892,1023.247
2013-02-28 09:00:00,10.53829,4.893631,1023.254
2013-02-28 09:10:00,10.49877,4.720012,1023.306
2013-02-28 09:20:00,10.4622,5.339365,1023.371
2013-02-28 09:30:00,10.36224,5.051085,1023.318
2013-02-28 09:40:00,10.30644,5.187467,1023.277
2013-02-28 09:50:00,10.22571,5.370234,1023.462
2013-02-28 10:00:00,10.18023,5.300005,1023.434
2013-02-28 10:10:00,10.15026,5.23957,1023.434
2013-02-28 10:19:59,10.17742,5.694129,1023.42
2013-02-28 10:30:00,10.1093,4.746957,1023.537
2013-02-28 10:40:00,10.0783,5.263578,1023.633
2013-02-28 10:50:00,9.960616,5.626671,1023.775
2013-02-28 11:00:00,9.883245,4.791874,1023.785
2013-02-28 11:10:00,9.866225,5.282855,1023.837
2013-02-28 11:20:00,9.836228,4.713636,1023.839
2013-02-28 11:30:00,9.831601,4.978727,1023.751
2013-02-28 11:40:00,9.845014,4.622335,1023.787
2013-02-28 11:49:59,9.932401,6.055418,1023.662
2013-02-28 12:00:00,9.902502,5.055657,1023.823
2013-02-28 12:10:00,9.886275,4.714456,1023.8
2013-02-28 12:20:00,9.875071,4.802489,1023.949
2013-02-28 12:30:00,9.906651,4.648307,1023.973
2013-02-28 12:40:00,9.979165,5.166231,1024.005
2013-02-28 12:50:00,9.977981,5.116907,1024.096
2013-02-28 13:00:00,9.996925,4.738792,1024.177
2013-02-28 13:10:00,9.952702,4.481539,1024.287
2013-02-28 13:19:59,9.997733,4.326861,1024.398
2013-02-28 13:30:00,10.09983,4.488074,1024.393
2013-02-28 13:40:00,10.13899,4.615147,1024.494
2013-02-28 13:50:00,10.17533,4.564353,1024.536
2013-02-28 14:00:00,10.15071,4.807879,1024.575
2013-02-28 14:10:00,10.16003,4.639156,1024.75
2013-02-28 14:20:00,10.17725,4.565821,1024.822
2013-02-28 14:30:00,10.17577,3.796521,1025.005
2013-02-28 14:40:00,10.18351,4.406243,1025.067
2013-02-28 14:49:59,10.19553,4.597179,1025.169
2013-02-28 15:00:00,10.23112,4.37603,1025.273
2013-02-28 15:10:00,10.17551,4.054424,1025.333
2013-02-28 15:20:00,10.21645,4.030085,1025.45
2013-02-28 15:30:00,10.28559,4.365736,1025.506
2013-02-28 15:40:00,10.29682,4.310039,1025.611
2013-02-28 15:50:00,10.35591,4.22625,1025.665
2013-02-28 16:00:00,10.39457,4.809021,1025.73
2013-02-28 16:10:00,10.45146,4.952594,1025.849
2013-02-28 16:19:59,10.4563,5.055332,1025.912
2013-02-28 16:30:00,10.53045,5.063662,1026.073
2013-02-28 16:40:00,10.52745,4.902125,1026.228
2013-02-28 16:50:00,10.48242,4.699103,1026.318
2013-02-28 17:00:00,10.55943,5.057292,1026.368
2013-02-28 17:10:00,10.57807,4.310041,1026.649
2013-02-28 17:20:00,10.53072,4.871254,1026.667
2013-02-28 17:30:00,10.53509,4.505224,1026.744
2013-02-28 17:40:00,10.56904,4.637848,1026.758
2013-02-28 17:49:59,10.58862,4.991956,1027.036
2013-02-28 18:00:00,10.52947,5.143042,1027.177
2013-02-28 18:10:00,10.4844,4.929402,1027.32
2013-02-28 18:20:00,10.49702,5.499271,1027.272
2013-02-28 18:30:00,10.56659,4.555365,1027.338
2013-02-28 18:40:00,10.65357,4.908007,1027.392
2013-02-28 18:50:00,10.68238,4.752187,1027.49
2013-02-28 19:00:00,10.68868,4.510125,1027.591
2013-02-28 19:10:00,10.78196,4.514693,1027.537
2013-02-28 19:19:59,10.79494,4.7677,1027.77
2013-02-28 19:30:00,10.76782,4.513556,1027.924
2013-02-28 19:40:00,10.81472,4.65876,1027.999
2013-02-28 19:50:00,10.87559,4.531354,1028.124
2013-02-28 20:00:00,10.7804,4.894283,1028.328
2013-02-28 20:10:00,10.74482,4.656306,1028.443
2013-02-28 20:20:00,10.78075,5.001104,1028.541
2013-02-28 20:30:00,10.73875,4.532663,1028.487
2013-02-28 20:40:00,10.83925,4.686358,1028.424
2013-02-28 20:49:59,10.89762,4.396936,1028.469
2013-02-28 21:00:00,10.93529,4.399054,1028.619
2013-02-28 21:10:00,10.87453,4.927933,1028.648
2013-02-28 21:20:00,10.79029,4.544259,1028.675
2013-02-28 21:30:00,10.74627,5.239734,1028.664
2013-02-28 21:40:00,10.76035,5.303109,1028.678
2013-02-28 21:50:00,10.75579,4.261367,1028.738
2013-02-28 22:00:00,10.69426,4.733236,1028.774
2013-02-28 22:10:00,10.72204,5.391634,1028.727
2013-02-28 22:19:59,10.72713,4.593749,1028.811
2013-02-28 22:30:00,10.70967,5.028214,1028.771
2013-02-28 22:40:00,10.72177,4.562882,1028.838
2013-02-28 22:50:00,10.74853,4.640464,1028.906
2013-02-28 23:00:00,10.72103,4.668395,1029.089
2013-02-28 23:10:00,10.64119,4.627069,1029.23
2013-02-28 23:20:00,10.58266,4.650428,1029.253
2013-02-28 23:30:00,10.59022,4.554223,1029.349
2013-02-28 23:40:00,10.54679,4.463738,1029.526
2013-02-28 23:49:59,10.52196,4.285053,1029.628
2013-03-01 00:00:00,10.52937,4.665942,1029.641
2013-03-01 00:10:00,10.50593,4.0572,1029.76
2013-03-01 00:20:00,10.49145,4.566313,1029.802
2013-03-01 00:30:00,10.48594,4.370147,1029.832
2013-03-01 00:40:00,10.52844,4.196687,1029.873
2013-03-01 00:50:00,10.52953,3.953482,1030.059
2013-03-01 01:00:00,10.50641,4.281948,1030.154
2013-03-01 01:10:00,10.49876,3.904972,1030.028
2013-03-01 01:19:59,10.58253,3.603787,1030.077
2013-03-01 01:30:00,10.66288,4.50849,1029.931
2013-03-01 01:40:00,10.70829,3.864958,1029.973
2013-03-01 01:50:00,10.72604,3.892884,1029.973
2013-03-01 02:00:00,10.76838,3.412033,1030.063
2013-03-01 02:10:00,10.6951,4.241277,1030.11
2013-03-01 02:20:00,10.66603,4.158465,1030.166
2013-03-01 02:30:00,10.66787,4.101299,1030.22
2013-03-01 02:40:00,10.6743,4.185906,1030.324
2013-03-01 02:49:59,10.5757,3.660136,1030.484
2013-03-01 03:00:00,10.51855,4.282439,1030.568
2013-03-01 03:10:00,10.50804,4.445115,1030.575
2013-03-01 03:20:00,10.50527,4.56762,1030.769
2013-03-01 03:30:00,10.39783,4.163201,1030.916
2013-03-01 03:40:00,10.36615,4.376842,1031.006
2013-03-01 03:50:00,10.36111,4.151932,1031.0
2013-03-01 04:00:00,10.39843,4.642261,1031.114
2013-03-01 04:10:00,10.37398,4.287499,1031.205
2013-03-01 04:19:59,10.4644,4.448383,1031.073
2013-03-01 04:30:00,10.52733,3.779859,1031.055
2013-03-01 04:40:00,10.56472,4.08366,1031.055
2013-03-01 04:50:00,10.57444,3.562953,1031.158
2013-03-01 05:00:00,10.60282,3.707993,1031.228
2013-03-01 05:10:00,10.63468,3.727104,1031.324
2013-03-01 05:20:00,10.56144,3.734618,1031.426
2013-03-01 05:30:00,10.58047,3.917223,1031.508
2013-03-01 05:40:00,10.65545,4.341074,1031.565
2013-03-01 05:49:59,10.68814,3.828202,1031.707
2013-03-01 06:00:00,10.72547,4.181822,1031.737
2013-03-01 06:10:00,10.66971,3.752091,1031.844
2013-03-01 06:20:00,10.66196,4.072718,1031.881
2013-03-01 06:30:00,10.58655,4.007872,1031.96
2013-03-01 06:40:00,10.65675,3.630735,1032.087
2013-03-01 06:50:00,10.65271,3.984027,1032.183
2013-03-01 07:00:00,10.65439,4.154872,1032.24
2013-03-01 07:10:00,10.5931,3.967042,1032.267
2013-03-01 07:19:59,10.58588,3.834413,1032.197
2013-03-01 07:30:00,10.64356,3.032284,1032.139
2013-03-01 07:40:00,10.62743,2.971031,1032.166
2013-03-01 07:50:00,10.61871,3.289696,1032.118
2013-03-01 08:00:00,10.60776,2.962213,1032.172
2013-03-01 08:10:00,10.62108,3.250169,1032.23
2013-03-01 08:20:00,10.52778,3.359112,1032.16
2013-03-01 08:30:00,10.55511,3.354051,1032.16
2013-03-01 08:40:00,10.50443,3.421178,1032.25
2013-03-01 08:49:59,10.45736,3.319589,1032.349
2013-03-01 09:00:00,10.38909,3.163765,1032.506
2013-03-01 09:10:00,10.39742,3.411218,1032.541
2013-03-01 09:20:00,10.38195,3.60934,1032.649
2013-03-01 09:30:00,10.37202,2.842982,1032.706
2013-03-01 09:40:00,10.33741,3.260785,1032.797
2013-03-01 09:50:00,10.28757,3.417748,1032.788
2013-03-01 10:00:00,10.26328,3.55152,1032.794
2013-03-01 10:10:00,10.22621,3.317626,1032.7
2013-03-01 10:19:59,10.20023,3.321875,1032.526
2013-03-01 10:30:00,10.16593,3.34523,1032.234
2013-03-01 10:40:00,10.162,3.008927,1032.079
2013-03-01 10:50:00,10.18793,2.401654,1032.025
2013-03-01 11:00:00,10.24946,2.603371,1032.081
2013-03-01 11:10:00,10.27574,3.193167,1032.176
2013-03-01 11:20:00,10.22966,2.99749,1032.212
2013-03-01 11:30:00,10.18214,3.047471,1032.245
2013-03-01 11:40:00,10.19384,3.142534,1032.247
2013-03-01 11:49:59,10.20257,3.487823,1032.266
2013-03-01 12:00:00,10.13831,3.410236,1032.139
2013-03-01 12:10:00,10.12913,3.047964,1032.216
2013-03-01 12:20:00,10.24499,3.416605,1032.229
2013-03-01 12:30:00,10.19112,2.92726,1032.117
2013-03-01 12:40:00,10.19401,3.273852,1031.973
2013-03-01 12:50:00,10.28106,2.753799,1031.765
2013-03-01 13:00:00,10.28304,2.189484,1031.684
2013-03-01 13:10:00,10.40197,2.447388,1031.714
2013-03-01 13:19:59,10.48074,2.047219,1031.737
2013-03-01 13:30:00,10.54298,1.67531,1031.72
2013-03-01 13:40:00,10.60245,1.729373,1031.673
2013-03-01 13:50:00,10.60758,1.536638,1031.676
2013-03-01 14:00:00,10.5802,1.12749,1031.577
2013-03-01 14:10:00,10.41409,0.6383066,1031.501
2013-03-01 14:20:00,10.30807,0.2250731,1031.477
2013-03-01 14:30:00,10.20182,0.6827332,1031.465
2013-03-01 14:40:00,10.11707,1.229899,1031.265
2013-03-01 14:49:59,10.08489,1.234636,1031.269
2013-03-01 15:00:00,10.08471,0.7343468,1031.267
2013-03-01 15:10:00,10.01883,0.8828154,1031.244
2013-03-01 15:20:00,10.05077,1.005316,1031.278
2013-03-01 15:30:00,10.17318,0.8362674,1031.303
2013-03-01 15:40:00,10.24052,1.377714,1031.271
2013-03-01 15:50:00,10.34389,0.563338,1031.407
2013-03-01 16:00:00,10.39147,0.2833832,1031.608
2013-03-01 16:10:00,10.18779,0.8584801,1031.735
2013-03-01 16:19:59,10.00955,1.277757,1031.848
2013-03-01 16:30:00,10.00188,0.954032,1031.938
2013-03-01 16:40:00,10.1448,0.4151937,1032.061
2013-03-01 16:50:00,10.34255,0.6507207,1032.064
2013-03-01 17:00:00,10.39354,0.4950637,1031.94
2013-03-01 17:10:00,11.03249,1.571919,1031.927
2013-03-01 17:20:00,11.24032,1.944973,1031.933
2013-03-01 17:30:00,10.84657,2.637672,1032.009
2013-03-01 17:40:00,10.85522,2.11974,1032.03
2013-03-01 17:49:59,10.94146,2.015208,1031.865
2013-03-01 18:00:00,11.17511,1.764979,1031.812
2013-03-01 18:10:00,11.61199,1.352399,1031.64
2013-03-01 18:20:00,12.09122,1.421488,1031.407
2013-03-01 18:30:00,12.16149,1.762367,1031.313
2013-03-01 18:40:00,12.65431,1.671226,1031.244
2013-03-01 18:50:00,12.79866,1.423284,1031.389
2013-03-01 19:00:00,11.69329,2.976423,1031.405
2013-03-01 19:10:00,11.8159,2.456206,1031.465
2013-03-01 19:19:59,11.48098,3.802728,1031.57
2013-03-01 19:30:00,11.35012,3.68333,1031.624
2013-03-01 19:40:00,11.29017,3.909219,1031.705
2013-03-01 19:50:00,11.29087,3.112806,1031.635
2013-03-01 20:00:00,11.37288,3.132079,1031.626
2013-03-01 20:10:00,11.43676,2.823053,1031.652
2013-03-01 20:20:00,11.66235,2.318028,1031.553
2013-03-01 20:30:00,12.0212,2.383523,1031.472
2013-03-01 20:40:00,11.91619,3.065765,1031.348
2013-03-01 20:49:59,12.02593,3.157887,1031.319
2013-03-01 21:00:00,12.1734,2.574459,1031.175
2013-03-01 21:10:00,12.14584,3.095819,1031.072
2013-03-01 21:20:00,11.9672,3.632697,1030.998
2013-03-01 21:30:00,11.80313,3.935352,1030.887
2013-03-01 21:40:00,11.74035,3.812852,1030.749
2013-03-01 21:50:00,11.82625,3.199538,1030.608
2013-03-01 22:00:00,11.81783,3.627307,1030.411
2013-03-01 22:10:00,11.86224,3.681695,1030.266
2013-03-01 22:19:59,12.02657,3.538616,1030.184
2013-03-01 22:30:00,11.84596,3.84993,1030.165
2013-03-01 22:40:00,11.88866,3.307824,1030.085
2013-03-01 22:50:00,11.74766,3.640861,1029.996
2013-03-01 23:00:00,11.48128,3.321057,1029.937
2013-03-01 23:10:00,11.50526,3.45156,1029.831
2013-03-01 23:20:00,11.3591,3.516077,1029.784
2013-03-01 23:30:00,11.25835,3.376916,1029.716
2013-03-01 23:40:00,11.24623,3.113132,1029.626
2013-03-01 23:49:59,11.71619,2.949637,1029.499
2013-03-02 00:00:00,11.43903,3.269768,1029.463
2013-03-02 00:10:00,11.46818,2.990139,1029.429
2013-03-02 00:20:00,11.10483,2.847224,1029.471
2013-03-02 00:30:00,10.57994,2.705126,1029.428
2013-03-02 00:40:00,10.6085,2.713621,1029.338
2013-03-02 00:50:00,10.51489,2.561557,1029.256
2013-03-02 01:00:00,11.29583,1.802873,1029.162
2013-03-02 01:10:00,11.14589,1.823126,1029.136
2013-03-02 01:19:59,10.42548,2.196021,1029.132
2013-03-02 01:30:00,10.40046,1.603441,1029.062
2013-03-02 01:40:00,10.16683,1.104623,1028.976
2013-03-02 01:50:00,10.0785,1.355828,1028.886
2013-03-02 02:00:00,10.12625,1.017241,1028.819
2013-03-02 02:10:00,9.975983,0.936062,1028.694
2013-03-02 02:20:00,9.773296,0.1368732,1028.633
2013-03-02 02:30:00,9.566551,0.1280533,1028.664
2013-03-02 02:40:00,9.517886,0.3635805,1028.739
2013-03-02 02:49:59,9.491592,0.27587,1028.742
2013-03-02 03:00:00,9.312442,0.2337297,1028.776
2013-03-02 03:10:00,9.256149,0.2804434,1028.794
2013-03-02 03:20:00,9.037617,0.2877928,1028.747
2013-03-02 03:30:00,8.888536,0.5747707,1028.738
2013-03-02 03:40:00,8.847323,0.8525999,1028.663
2013-03-02 03:50:00,8.761009,0.78155,1028.611
2013-03-02 04:00:00,8.742793,1.023774,1028.614
2013-03-02 04:10:00,8.483186,1.282002,1028.517
2013-03-02 04:19:59,8.415627,1.082899,1028.55
2013-03-02 04:30:00,8.313885,1.094823,1028.592
2013-03-02 04:40:00,8.132648,1.403684,1028.624
2013-03-02 04:50:00,7.979074,1.624511,1028.601
2013-03-02 05:00:00,7.942778,1.360072,1028.594
2013-03-02 05:10:00,8.03497,1.282655,1028.51
2013-03-02 05:20:00,8.025749,1.56767,1028.517
2013-03-02 05:30:00,8.200082,1.710426,1028.503
2013-03-02 05:40:00,8.213566,1.976498,1028.51
2013-03-02 05:49:59,8.132968,2.00884,1028.393
2013-03-02 06:00:00,8.028018,1.731659,1028.315
2013-03-02 06:10:00,8.187929,1.560321,1028.358
2013-03-02 06:20:00,8.331598,1.249009,1028.341
2013-03-02 06:30:00,8.359045,1.658484,1028.204
2013-03-02 06:40:00,8.280062,1.323328,1028.091
2013-03-02 06:50:00,8.117482,1.110014,1028.142
2013-03-02 07:00:00,7.911088,0.5984551,1028.217
2013-03-02 07:10:00,7.841423,1.087963,1028.011
2013-03-02 07:19:59,7.785367,0.8405132,1027.975
2013-03-02 07:30:00,7.666074,0.9370434,1027.986
2013-03-02 07:40:00,7.578212,0.7890639,1028.007
2013-03-02 07:50:00,7.518019,1.045496,1027.927
2013-03-02 08:00:00,7.492486,1.265997,1027.853
2013-03-02 08:10:00,7.429242,1.525694,1027.841
2013-03-02 08:20:00,7.377525,1.845505,1027.624
2013-03-02 08:30:00,7.344556,1.399929,1027.595
2013-03-02 08:40:00,7.363867,1.42312,1027.454
2013-03-02 08:49:59,7.257865,1.518997,1027.411
2013-03-02 09:00:00,7.044565,1.717936,1027.411
2013-03-02 09:10:00,6.941088,1.537617,1027.447
2013-03-02 09:20:00,6.970901,1.727739,1027.313
2013-03-02 09:30:00,7.035778,1.631369,1027.28
2013-03-02 09:40:00,7.040727,1.892219,1027.234
2013-03-02 09:50:00,6.98401,1.603277,1026.983
2013-03-02 10:00:00,7.042773,1.082574,1026.771
2013-03-02 10:10:00,6.970271,0.696292,1026.769
2013-03-02 10:19:59,7.086505,1.064607,1026.582
2013-03-02 10:30:00,7.03016,0.9798358,1026.56
2013-03-02 10:40:00,7.049397,1.255544,1026.332
2013-03-02 10:50:00,7.08512,1.749954,1025.991
2013-03-02 11:00:00,7.127727,1.095803,1025.907
2013-03-02 11:10:00,7.182312,0.2629665,1026.002
2013-03-02 11:20:00,7.293823,1.272692,1025.635
2013-03-02 11:30:00,7.290032,1.158847,1025.583
2013-03-02 11:40:00,7.39516,0.7666862,1025.698
2013-03-02 11:49:59,7.447228,0.7279765,1025.666
2013-03-02 12:00:00,7.552042,1.047621,1025.5
2013-03-02 12:10:00,7.58509,1.42394,1025.388
2013-03-02 12:20:00,7.638443,1.364484,1025.333
2013-03-02 12:30:00,7.620008,1.570125,1025.126
2013-03-02 12:40:00,7.663585,1.315976,1025.149
2013-03-02 12:50:00,7.78158,1.106255,1025.13
2013-03-02 13:00:00,7.884099,1.069508,1025.15
2013-03-02 13:10:00,7.987989,0.9569699,1025.175
2013-03-02 13:19:59,8.075912,0.74088,1025.197
2013-03-02 13:30:00,8.058649,1.30438,1025.058
2013-03-02 13:40:00,8.046095,1.326594,1024.974
2013-03-02 13:50:00,8.070381,1.041574,1024.877
2013-03-02 14:00:00,8.166957,0.660359,1024.829
2013-03-02 14:10:00,8.235193,0.431853,1024.751
2013-03-02 14:20:00,8.240582,1.032268,1024.584
2013-03-02 14:30:00,8.15598,1.194783,1024.476
2013-03-02 14:40:00,8.057807,1.446967,1024.393
2013-03-02 14:49:59,8.097893,1.435861,1024.307
2013-03-02 15:00:00,8.133543,0.9710165,1024.369
2013-03-02 15:10:00,8.267437,0.7420224,1024.355
2013-03-02 15:20:00,8.415139,0.1378532,1024.382
2013-03-02 15:30:00,8.424519,0.2361799,1024.426
2013-03-02 15:40:00,8.449295,0.3861197,1024.521
2013-03-02 15:50:00,8.546267,1.455625,1024.778
2013-03-02 16:00:00,8.69923,1.360239,1024.804
2013-03-02 16:10:00,8.739641,0.6696671,1024.794
2013-03-02 16:19:59,8.785564,0.7379408,1024.964
2013-03-02 16:30:00,8.914536,1.13533,1025.151
2013-03-02 16:40:00,8.979223,1.337209,1025.24
2013-03-02 16:50:00,8.97963,1.663385,1025.278
2013-03-02 17:00:00,8.987519,1.519324,1025.217
2013-03-02 17:10:00,9.027555,1.036512,1025.181
2013-03-02 17:20:00,9.0156,0.7338578,1025.124
2013-03-02 17:30:00,9.185622,0.3969,1025.049
2013-03-02 17:40:00,9.315376,0.6335698,1024.958
2013-03-02 17:49:59,9.258453,1.140066,1024.787
2013-03-02 18:00:00,9.265852,1.601317,1024.67
2013-03-02 18:10:00,9.345445,1.34766,1024.669
2013-03-02 18:20:00,9.43541,1.456441,1024.679
2013-03-02 18:30:00,9.561825,1.18335,1024.606
2013-03-02 18:40:00,9.689213,0.8542331,1024.695
2013-03-02 18:50:00,10.04577,0.7078866,1024.727
2013-03-02 19:00:00,10.18704,0.5342632,1024.727
2013-03-02 19:10:00,10.42387,0.6664013,1024.745
2013-03-02 19:19:59,10.30111,0.559091,1024.772
2013-03-02 19:30:00,9.925601,0.6090703,1024.779
2013-03-02 19:40:00,10.09083,1.60279,1024.784
2013-03-02 19:50:00,10.03643,2.406391,1024.78
2013-03-02 20:00:00,9.972576,2.462413,1024.845
2013-03-02 20:10:00,9.984061,2.489527,1024.863
2013-03-02 20:20:00,10.02564,2.24812,1024.842
2013-03-02 20:30:00,10.18355,2.097854,1024.798
2013-03-02 20:40:00,10.33098,2.133461,1024.768
2013-03-02 20:49:59,10.33909,2.370293,1024.737
2013-03-02 21:00:00,10.3403,2.568418,1024.674
2013-03-02 21:10:00,10.24577,2.984753,1024.655
2013-03-02 21:20:00,10.25645,2.685529,1024.522
2013-03-02 21:30:00,10.35487,2.339097,1024.447
2013-03-02 21:40:00,10.17037,2.939181,1024.408
2013-03-02 21:50:00,10.0796,3.157069,1024.386
2013-03-02 22:00:00,10.03452,3.235307,1024.362
2013-03-02 22:10:00,9.985347,3.439962,1024.357
2013-03-02 22:19:59,9.752091,3.796519,1024.416
2013-03-02 22:30:00,9.653451,3.56818,1024.373
2013-03-02 22:40:00,9.621355,3.54858,1024.367
2013-03-02 22:50:00,9.747517,3.17667,1024.316
2013-03-02 23:00:00,9.615521,3.437839,1024.315
2013-03-02 23:10:00,9.608337,3.362705,1024.23
2013-03-02 23:20:00,9.681246,2.758209,1024.223
2013-03-02 23:30:00,9.75915,2.105531,1024.256
2013-03-02 23:40:00,9.651473,2.694674,1024.237
2013-03-02 23:49:59,9.541701,2.348244,1024.231
2013-03-03 00:00:00,9.526236,2.101938,1024.103
2013-03-03 00:10:00,9.503817,2.242404,1024.072
2013-03-03 00:20:00,9.470206,2.299735,1024.058
2013-03-03 00:30:00,9.407758,2.739917,1024.163
2013-03-03 00:40:00,8.791382,2.914844,1024.293
2013-03-03 00:50:00,8.506789,3.664547,1024.319
2013-03-03 01:00:00,8.412389,3.708812,1024.35
2013-03-03 01:10:00,8.331729,3.216033,1024.467
2013-03-03 01:19:59,8.189756,3.460218,1024.529
2013-03-03 01:30:00,8.122413,3.054823,1024.563
2013-03-03 01:40:00,8.191919,2.442162,1024.531
2013-03-03 01:50:00,8.250916,1.846318,1024.625
2013-03-03 02:00:00,8.166647,1.663713,1024.739
2013-03-03 02:10:00,8.107334,2.54702,1024.85
2013-03-03 02:20:00,8.068918,2.342365,1024.85
2013-03-03 02:30:00,8.066248,2.007532,1024.877
2013-03-03 02:40:00,8.012776,1.469345,1024.968
2013-03-03 02:49:59,7.907413,1.197069,1025.033
2013-03-03 03:00:00,7.90995,0.9421052,1025.072
2013-03-03 03:10:00,7.78999,1.614551,1025.222
2013-03-03 03:20:00,7.685797,1.932724,1025.305
2013-03-03 03:30:00,7.586688,1.405647,1025.331
2013-03-03 03:40:00,7.580806,1.247375,1025.33
2013-03-03 03:50:00,7.54149,2.83024,1025.389
2013-03-03 04:00:00,7.550776,2.726849,1025.359
2013-03-03 04:10:00,7.636896,2.691896,1025.401
2013-03-03 04:19:59,7.623709,2.564006,1025.449
2013-03-03 04:30:00,7.585859,2.547019,1025.454
2013-03-03 04:40:00,7.615099,3.348496,1025.484
2013-03-03 04:50:00,7.590086,2.819459,1025.573
2013-03-03 05:00:00,7.497606,2.459146,1025.677
2013-03-03 05:10:00,7.497203,2.427295,1025.77
2013-03-03 05:20:00,7.367063,2.126924,1025.928
2013-03-03 05:30:00,7.369289,2.350695,1026.025
2013-03-03 05:40:00,7.403475,2.548492,1026.086
2013-03-03 05:49:59,7.280484,1.888788,1026.136
2013-03-03 06:00:00,7.213103,1.576656,1026.086
2013-03-03 06:10:00,7.155548,1.802545,1026.129
2013-03-03 06:20:00,7.035961,1.794378,1026.092
2013-03-03 06:30:00,6.820676,1.08829,1026.127
2013-03-03 06:40:00,6.581593,0.8385545,1026.125
2013-03-03 06:50:00,6.522999,0.7722399,1026.109
2013-03-03 07:00:00,6.423333,0.7949437,1026.12
2013-03-03 07:10:00,6.319908,1.153295,1026.066
2013-03-03 07:19:59,6.082826,0.6874699,1026.035
2013-03-03 07:30:00,5.945299,0.8189538,1026.051
2013-03-03 07:40:00,5.929115,0.2935106,1026.076
2013-03-03 07:50:00,5.502025,0.2858328,1026.095
2013-03-03 08:00:00,4.987731,0.9352458,1026.166
2013-03-03 08:10:00,4.770657,1.025732,1026.17
2013-03-03 08:20:00,4.717702,0.9337761,1026.189
2013-03-03 08:30:00,4.784024,1.187433,1026.21
2013-03-03 08:40:00,5.363186,1.469674,1026.297
2013-03-03 08:49:59,5.310509,1.792257,1026.451
2013-03-03 09:00:00,5.139087,1.483392,1026.589
2013-03-03 09:10:00,5.200862,1.109848,1026.715
2013-03-03 09:20:00,5.151037,1.40336,1026.831
2013-03-03 09:30:00,5.04944,1.094172,1026.962
2013-03-03 09:40:00,5.053262,1.370693,1027.072
2013-03-03 09:50:00,4.982571,1.767105,1027.132
2013-03-03 10:00:00,5.011355,1.542192,1027.231
